100 0.14
120 0.15
140 0.19
160 0.22
180 0.20
200 0.16
220 0.26
240 0.34
260 0.29
280 0.37
300 0.40
320 0.49
340 0.58
360 0.58
380 0.82
400 1.08
420 1.19
440 1.28
460 1.40
480 1.65
500 2.01
